Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,1431,1,1,5,91,76.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,62,255,2,3,2,113,107.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,3720,2,3,2,27,12.0
Male,Loyal Customer,Business travel,Eco,satisfied,48,1107,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,32,2999,4,5,4,28,11.0
Female,Loyal Customer,Business travel,Business,satisfied,30,2438,2,5,2,38,28.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,156,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,3665,4,4,3,83,92.0
Female,Loyal Customer,Business travel,Business,satisfied,52,2917,3,4,5,15,32.0
Male,Loyal Customer,Business travel,Business,satisfied,50,1235,5,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,18,549,2,4,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,1500,5,4,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,190,1,4,1,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,37,468,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,261,1,3,1,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,21,255,2,5,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,1609,3,3,3,0,8.0
Female,Loyal Customer,Business travel,Business,satisfied,52,413,5,5,3,4,2.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,119,5,3,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,387,1,3,1,16,12.0
Male,Loyal Customer,Business travel,Business,satisfied,28,1087,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,323,2,4,2,15,7.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,282,5,5,5,8,16.0
Male,Loyal Customer,Business travel,Business,satisfied,58,1721,4,4,5,18,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,347,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,3465,2,3,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,948,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,44,1707,5,5,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,23,1372,1,3,1,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,20,369,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,552,3,2,3,0,11.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,26,1188,1,4,1,0,13.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,43,1005,5,4,5,0,1.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,72,1870,2,2,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,48,896,2,2,1,12,8.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,429,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,1796,1,3,4,176,164.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,26,842,5,3,5,38,28.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,16,1107,1,3,1,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,327,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,55,432,3,2,5,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,23,577,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,50,1877,2,2,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,1123,5,5,3,0,5.0
Male,Loyal Customer,Business travel,Business,satisfied,57,1749,5,5,4,19,5.0
Female,Loyal Customer,Business travel,Business,satisfied,50,2454,3,3,5,46,24.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,270,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,34,1825,5,5,3,13,0.0
Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,17,191,4,4,4,39,34.0
Male,Loyal Customer,Business travel,Business,satisfied,45,679,5,5,4,0,6.0
Female,Loyal Customer,Business travel,Business,satisfied,59,812,2,2,4,0,3.0
Male,Loyal Customer,Business travel,Eco,satisfied,39,1056,5,4,5,20,9.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,28,101,2,3,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,73,1,1,1,0,32.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,9,936,4,5,4,22,22.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,24,287,5,2,5,0,8.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,255,3,4,3,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,25,317,5,2,5,9,5.0
Male,Loyal Customer,Business travel,Business,satisfied,22,2027,4,4,4,7,2.0
Male,Loyal Customer,Business travel,Business,satisfied,55,936,3,3,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,53,432,4,3,4,0,5.0
Female,Loyal Customer,Business travel,Business,satisfied,46,888,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,62,1061,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,53,216,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,50,1814,5,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,2993,4,4,3,0,6.0
Female,Loyal Customer,Business travel,Business,satisfied,54,2632,3,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,199,5,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,17,802,4,3,4,0,5.0
Female,Loyal Customer,Business travel,Business,satisfied,53,581,4,4,3,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,49,1938,4,4,4,22,21.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,37,174,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,35,326,4,5,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,1821,2,2,2,5,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,1437,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,46,3995,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,1488,2,2,2,73,62.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1892,1,4,1,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,502,5,4,5,53,52.0
Male,Loyal Customer,Business travel,Business,satisfied,46,2491,4,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,12,944,1,4,1,20,15.0
Male,Loyal Customer,Business travel,Business,satisfied,25,496,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,63,329,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,402,4,4,3,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,43,3946,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,35,337,4,4,5,54,40.0
Female,Loyal Customer,Business travel,Business,satisfied,32,2133,4,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,192,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,60,491,5,2,5,22,49.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,1120,2,4,2,0,3.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,10,1440,4,3,4,0,7.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,51,140,3,2,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,451,2,5,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,798,3,3,3,1,4.0
Male,Loyal Customer,Business travel,Business,satisfied,32,3607,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,1096,1,4,1,1,0.0
Female,Loyal Customer,Business travel,Business,satisfied,43,373,5,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,405,4,4,4,3,0.0
Male,Loyal Customer,Business travel,Business,satisfied,29,2542,5,1,5,18,55.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,48,907,4,4,5,0,1.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,1258,1,3,2,199,185.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,550,1,4,1,56,63.0
Female,Loyal Customer,Business travel,Business,satisfied,35,602,2,2,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,57,1399,2,2,4,3,0.0
Male,Loyal Customer,Business travel,Business,satisfied,52,3245,5,5,3,93,77.0
Female,Loyal Customer,Business travel,Eco,satisfied,17,677,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,1616,1,4,1,70,89.0
Male,Loyal Customer,Business travel,Business,satisfied,38,1561,5,5,5,0,23.0
Female,Loyal Customer,Business travel,Business,satisfied,38,285,4,4,5,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,38,1189,3,5,3,3,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,23,1021,3,5,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,2442,4,4,4,80,86.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,918,1,1,4,12,5.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,545,5,5,5,0,2.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,59,459,4,4,3,0,5.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,9,804,1,5,1,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,26,569,3,4,3,96,91.0
Male,Loyal Customer,Business travel,Business,satisfied,51,3991,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,40,1620,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,56,1173,3,3,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,236,4,4,5,57,52.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,134,3,3,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,8,647,2,3,2,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,33,654,4,2,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,46,2623,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,209,2,4,2,95,100.0
Female,Loyal Customer,Business travel,Business,satisfied,36,257,4,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,26,1629,5,2,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,36,371,5,2,5,11,6.0
Male,Loyal Customer,Business travel,Business,satisfied,31,2201,2,3,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,836,1,1,1,27,54.0
Female,Loyal Customer,Business travel,Business,satisfied,39,3081,2,2,4,7,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,859,4,3,4,3,24.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,1055,2,2,3,29,17.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,399,5,3,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,10,632,3,4,3,44,40.0
Male,Loyal Customer,Business travel,Business,satisfied,60,3626,5,5,5,35,36.0
Male,Loyal Customer,Business travel,Business,satisfied,44,833,4,4,4,15,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,1288,4,4,5,6,24.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,41,2163,3,3,4,60,70.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,46,645,2,4,3,141,139.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,54,515,3,3,3,44,33.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,3767,2,1,2,44,92.0
Male,disloyal Customer,Personal Travel,Eco,satisfied,43,888,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,44,288,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,1024,5,4,5,16,14.0
Male,Loyal Customer,Business travel,Business,satisfied,48,3185,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,30,2974,4,4,4,74,67.0
Female,Loyal Customer,Business travel,Business,satisfied,46,2981,5,5,3,1,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,1428,2,5,2,0,7.0
Male,Loyal Customer,Business travel,Business,satisfied,39,2454,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,24,3482,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,296,2,2,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,63,391,5,5,5,0,4.0
Male,Loyal Customer,Business travel,Business,satisfied,37,3744,5,4,5,172,163.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,37,1558,4,4,3,0,8.0
Male,Loyal Customer,Business travel,Business,satisfied,57,1389,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,1947,1,3,1,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,9,776,2,3,2,16,6.0
Female,Loyal Customer,Business travel,Business,satisfied,24,3536,4,5,4,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,36,414,3,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,3165,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,1600,0,2,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,3605,4,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,52,247,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,52,550,2,3,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,446,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,47,728,5,5,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,3692,2,2,4,63,52.0
Female,Loyal Customer,Business travel,Business,satisfied,44,3979,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,47,3546,2,2,2,19,21.0
Female,Loyal Customer,Business travel,Business,satisfied,57,177,5,3,5,91,128.0
Female,Loyal Customer,Business travel,Business,satisfied,34,760,3,3,3,6,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,26,2378,4,5,4,4,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,228,3,3,5,0,21.0
Female,Loyal Customer,Business travel,Business,satisfied,33,163,4,3,3,0,3.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,251,2,5,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,51,406,4,4,4,9,4.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,60,624,1,2,4,175,180.0
Male,Loyal Customer,Business travel,Business,satisfied,40,3764,4,4,3,16,3.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,62,696,2,2,2,24,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,746,2,2,3,27,37.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,2930,2,2,3,7,23.0
Male,Loyal Customer,Business travel,Business,satisfied,44,192,5,5,3,23,13.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,507,1,4,1,11,5.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,226,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,10,338,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,51,380,2,3,2,16,0.0
Male,Loyal Customer,Business travel,Business,satisfied,34,3144,5,5,1,3,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,69,3714,4,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,49,90,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,30,204,2,4,2,105,93.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,399,1,2,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,29,802,2,4,2,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,406,3,3,3,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,53,676,2,2,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,24,1476,5,4,5,0,8.0
Male,Loyal Customer,Business travel,Business,satisfied,43,3677,4,4,5,2,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,7,1034,5,3,4,143,121.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,65,1042,4,2,5,48,30.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,597,2,5,2,0,6.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,1635,4,5,4,0,4.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,26,2556,4,4,4,0,33.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,859,2,4,2,37,52.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,55,1236,5,5,5,0,9.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,192,1,3,1,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,57,649,4,4,3,27,17.0
Male,Loyal Customer,Business travel,Business,satisfied,22,936,4,1,4,0,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,484,4,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,2279,3,5,3,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,21,1444,4,4,1,1,2.0
Female,disloyal Customer,Business travel,Business,satisfied,38,1389,2,5,2,3,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,1846,1,1,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,1884,4,5,5,4,2.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,285,3,3,3,0,3.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,2256,1,1,2,19,6.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,12,2342,4,4,4,31,22.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,32,163,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,46,2502,4,4,5,5,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,19,337,4,3,4,12,17.0
Female,Loyal Customer,Business travel,Business,satisfied,38,261,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,52,332,4,4,3,1,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,47,707,3,3,3,16,9.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,888,1,4,1,1,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,301,4,2,5,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,23,130,2,3,2,8,26.0
Male,Loyal Customer,Business travel,Business,satisfied,45,3052,3,3,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,58,2405,3,3,2,10,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,2585,3,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,666,1,1,5,2,0.0
Female,Loyal Customer,Business travel,Business,satisfied,64,3239,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,57,2718,5,5,4,2,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,362,4,4,3,47,45.0
Male,Loyal Customer,Business travel,Business,satisfied,28,3545,5,5,5,45,51.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,30,813,3,4,3,105,105.0
Male,Loyal Customer,Business travel,Business,satisfied,23,1698,5,1,5,101,126.0
Male,disloyal Customer,Business travel,Business,satisfied,37,148,4,5,4,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,54,544,4,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,3011,5,5,4,9,56.0
Male,Loyal Customer,Business travel,Eco,satisfied,47,783,5,1,5,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,24,255,3,4,3,0,0.0
